Gecko/20100101 Firefox/45.0,Ferris Wheel,Fair,Run,0.075
Gecko/20100101 Firefox/45.0,Triangles,Fair,parseE,0.015
Gecko/20100101 Firefox/45.0,Triangles,Fair,Eval.run,0.006
Gecko/20100101 Firefox/45.0,Triangles,Fair,unparseE,0.001
Gecko/20100101 Firefox/45.0,Triangles,Fair,valToIndexedTree,0.005
Gecko/20100101 Firefox/45.0,Triangles,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,Triangles,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Triangles,Fair,prepareLiveUpdates,0.006
Gecko/20100101 Firefox/45.0,Triangles,Fair,Run,0.038
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,parseE,0.052
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,unparseE,0.002
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,prepareLiveUpdates,0.009
Gecko/20100101 Firefox/45.0,French Sudan Flag,Fair,Run,0.068
Gecko/20100101 Firefox/45.0,Sailboat,Fair,parseE,0.088
Gecko/20100101 Firefox/45.0,Sailboat,Fair,Eval.run,0.01
Gecko/20100101 Firefox/45.0,Sailboat,Fair,unparseE,0.003
Gecko/20100101 Firefox/45.0,Sailboat,Fair,valToIndexedTree,0.006
Gecko/20100101 Firefox/45.0,Sailboat,Fair,Eval.run,0.006
Gecko/20100101 Firefox/45.0,Sailboat,Fair,valToIndexedTree,0.004
Gecko/20100101 Firefox/45.0,Sailboat,Fair,prepareLiveUpdates,0.032
Gecko/20100101 Firefox/45.0,Sailboat,Fair,Run,0.15
Gecko/20100101 Firefox/45.0,Paths 4,Fair,parseE,0.012
Gecko/20100101 Firefox/45.0,Paths 4,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,Paths 4,Fair,unparseE,0.001
Gecko/20100101 Firefox/45.0,Paths 4,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Paths 4,Fair,Eval.run,0
Gecko/20100101 Firefox/45.0,Paths 4,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Paths 4,Fair,prepareLiveUpdates,0.006
Gecko/20100101 Firefox/45.0,Paths 4,Fair,Run,0.026
Gecko/20100101 Firefox/45.0,Keyboard,Fair,parseE,0.104
Gecko/20100101 Firefox/45.0,Keyboard,Fair,Eval.run,0.007
Gecko/20100101 Firefox/45.0,Keyboard,Fair,unparseE,0.003
Gecko/20100101 Firefox/45.0,Keyboard,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Keyboard,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,Keyboard,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Keyboard,Fair,prepareLiveUpdates,0.904
Gecko/20100101 Firefox/45.0,Keyboard,Fair,Run,1.026
Gecko/20100101 Firefox/45.0,Zones,Fair,parseE,0.031
Gecko/20100101 Firefox/45.0,Zones,Fair,Eval.run,0.002
Gecko/20100101 Firefox/45.0,Zones,Fair,unparseE,0.001
Gecko/20100101 Firefox/45.0,Zones,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Zones,Fair,Eval.run,0
Gecko/20100101 Firefox/45.0,Zones,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Zones,Fair,prepareLiveUpdates,0.007
Gecko/20100101 Firefox/45.0,Zones,Fair,Run,0.044
Gecko/20100101 Firefox/45.0,Survey Results,Fair,parseE,0.211
Gecko/20100101 Firefox/45.0,Survey Results,Fair,Eval.run,0.068
Gecko/20100101 Firefox/45.0,Survey Results,Fair,unparseE,0.008
Gecko/20100101 Firefox/45.0,Survey Results,Fair,valToIndexedTree,0.002
Gecko/20100101 Firefox/45.0,Survey Results,Fair,Eval.run,0.041
Gecko/20100101 Firefox/45.0,Survey Results,Fair,valToIndexedTree,0.002
Gecko/20100101 Firefox/45.0,Survey Results,Fair,prepareLiveUpdates,0.035
Gecko/20100101 Firefox/45.0,Survey Results,Fair,Run,0.368
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,parseE,0.047
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,Eval.run,0.006
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,unparseE,0.015
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,Eval.run,0.004
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,prepareLiveUpdates,0.017
Gecko/20100101 Firefox/45.0,Grid Tile,Fair,Run,0.093
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,parseE,0.109
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,Eval.run,0.009
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,unparseE,0.003
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,valToIndexedTree,0.003
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,Eval.run,0.008
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,valToIndexedTree,0.003
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,prepareLiveUpdates,0.146
Gecko/20100101 Firefox/45.0,Floral Logo 2,Fair,Run,0.285
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,parseE,0.093
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,unparseE,0.006
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,valToIndexedTree,0.089
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,Eval.run,0.001
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,valToIndexedTree,0.073
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,prepareLiveUpdates,0.394
Gecko/20100101 Firefox/45.0,Tessellation 2,Fair,Run,0.66
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,parseE,0.047
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,Eval.run,0.018
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,unparseE,0.007
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,valToIndexedTree,0.001
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,Eval.run,0.016
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,valToIndexedTree,0
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,prepareLiveUpdates,0.117
Gecko/20100101 Firefox/45.0,US-13 Flag,Fair,Run,0.209
Gecko/20100101 Firefox/45.0,Keyboard Task After,Fair,parseE,0.08
